EM92661453000187RAUTER QUIMICA  LTDA                                                  00002700-62483-0/00 001010000                                                                                                                                                                                                                                                          GRUPO III RICARDO COSTA RAUTER                    435072980156021148322 SSP                                RS51 5133931551339315rauter@rauter.com.br                              
ME926614530001872019JAN
PR926614530001872019JAN0099,50,7898000000000000000260400000000000000000000000000000000000000000000000000010134,0024000000000027210,002400000000000000029153000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013963litro 2914.11.00ACETONA                                                               
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0000990,8849000000000000000024180000000000000000000000000000000000000000000000000000000010650000000000000000444000000000000000001185000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004608litro 2915.33.00ACETATO DE BUTILA                                                     
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN099,9300,903000000000000000140660000000000000000000000000000000000000000000000000000004312,500000000000000008860000000000000000083100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010303,5litro 2915.31.00ACETATO DE ETILA                                                      
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0000990,9469000000000000000190650000000000000000000000000000000000000000000000000000000031990000000000000000000000000000000000004687000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011179litro 2914.22.10CICLOHEXANONA                                                         
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,51,3003000000000000000006180000000000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000588litro 2903.12.00CLORETO DE METILENO                                                   
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN099,280,9398000000000000000019850000000000000000000000000000000000000000000000000000000005820000000000000000470000000000000000001716000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004387litro 2914.40.10DIACETONA ALCOOL                                                      
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,500,806000000000000000104460000000000000000000000000000000000000000000000000000000022230000000000000000000000000000000000001972000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006251litro 2914.12.00METIL ETIL KETONE                                                     
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN099,570,8051000000000000000005600000000000000000000000000000000000000000000000000000000001470000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000312litro 2914.13.00METIL ISOBUTIL CETONA                                                 
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,5000,87000000000000000197690000000000000000000000000000000000000000000000000000000091320000000000000003810000000000000000034116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014621litro 2902.30.00TOLUENO                                                               
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,50,8748000000000000000004390000000000000000000000000000000000000000000000000000000002050000000000000000069600000000000000000350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000580litro 2915.39.39ACETATO DE AMILA                                                      
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN00001000000100000000000000000660000000000000000000000000000000000000000000000000000000000-450000000000000000064000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001342litro 2905.13.00BUTANOL                                                               
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
PR926614530001872019JAN0099,8000,81000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000litro 2905.14.20SEC BUTANOL                                                           
PF926614530001872019JAN000,86000000000036406,0012litro 3814.00.00Thinner                                                               
MV926614530001872019JAN162.1010099,5000000034447,8630384litro 338039    15179682002596884737310002862914.11.00ACETONA                                                               
MV926614530001872019JAN235.1010099,500000000000000000100litro 183062    87827457000314926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN256.1010099,500000000000000000400litro 183178    19259496000140821108180008062914.11.00ACETONA                                                               
MV926614530001872019JAN255.1010099,500000000000000000600litro 183175    92808096000137926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN315.1010099,500000000000000000800litro 183494    92808096000137926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN045.1010099,500000000000000000018litro 181941    92633437000180926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN025.1010099,500000000000000001000litro 181857    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN045.1010099,500000000000000000500litro 181949    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN105.1010099,500000000000000000500litro 182309    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN115.1010099,500000000000000000500litro 182395    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN155.1010099,500000000000000000500litro 182570    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN185.1010099,500000000000000000500litro 182792    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN215.1010099,500000000000000000500litro 182901    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN225.1010099,500000000000000000500litro 182988    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN245.1010099,500000000000000000500litro 183107    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN285.1010099,500000000000000000500litro 183273    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN295.1010099,500000000000000000500litro 183371    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN315.1010099,500000000000000000500litro 183495    07032604000169926614530001872914.11.00ACETONA                                                               
MV926614530001872019JAN285.10100009900000000000000000200litro 183238    05577086000133926614530001872915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN155.10100009900000000000000000600litro 182551    94148947000198926614530001872915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN225.10100009900000000000000000200litro 182948    15471160000196926614530001872915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN245.10100009900000000000000000200litro 183126    92808096000137926614530001872915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN036.10100009900000000000000000050litro 181892    75493577000181002141210003062915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN116.10100009900000000000000000050litro 182371    75493577000181002141210003062915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN256.10100009900000000000000000018litro 183157    75493577000181002141210003062915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN316.10100009900000000000000000036litro 183459    75493577000181002141210003062915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN155.10100009900000000000000000036litro 182534    04083190000109002141210003062915.33.00ACETATO DE BUTILA                                                     
MV926614530001872019JAN045.101099,9300000000000000000200litro 181956    05562463000160926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN085.101099,9300000000000000000400litro 182030    07261188000170926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN085.101099,9300000000000000000400litro 182124    14517124000153926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN115.101099,9300000000000000000200litro 182404    19551393000150926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN155.101099,9300000000000000000200litro 182569    05562463000160926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN165.101099,9300000000000000000200litro 182587    92787050000189926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN025.101099,9300000000000000000200litro 181871    07261188000170926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN045.101099,9300000000000000000200litro 181944    04061812000106926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN085.101099,9300000000000000000200litro 182034    11238432000151926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN215.101099,9300000000000000000200litro 182893    11238432000151926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN225.101099,9300000000000000000400litro 182968    10542288000180926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN295.101099,9300000000000000000400litro 183349    10542288000180926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN305.101099,9300000000000000000200litro 183428    11238432000151926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN085.101099,9300000000000000000050litro 182029    05013038000112926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN096.101099,9300000000000000000050litro 182175    75493577000181002141210003062915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN025.101099,9300000000000000000150litro 181857    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN035.101099,9300000000000000000150litro 181901    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN045.101099,9300000000000000000150litro 181949    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN085.101099,9300000000000000000100litro 182099    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN115.101099,9300000000000000000050litro 182395    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN145.101099,9300000000000000000150litro 182478    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN175.101099,9300000000000000000150litro 182731    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN215.101099,9300000000000000000100litro 182901    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN245.101099,9300000000000000000200litro 183107    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN255.101099,9300000000000000000100litro 183188    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN285.101099,9300000000000000000050litro 183273    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN315.101099,9300000000000000000100litro 183495    07032604000169926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN295.101099,9300000000000000000200litro 183356    94247293000150926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN095.101099,9300000000000000000200litro 182207    04010746000137926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN222.101099,9300000000000009843,46litro 338552    15179682002596446897680001902915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN145.101099,9300000000000000001000litro 182470    05577086000133926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN285.101099,9300000000000000001000litro 183238    05577086000133926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN105.101099,9300000000000000001000litro 182308    10542288000180926614530001872915.31.00ACETATO DE ETILA                                                      
MV926614530001872019JAN315.10100009900000000000000002097litro 183491    94148947000198926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN175.10100009900000000000000000400litro 182707    73291536000187926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN225.10100009900000000000000000400litro 182951    73291536000187926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN245.10100009900000000000000000400litro 183106    73291536000187926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN255.10100009900000000000000000400litro 183206    73291536000187926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN295.10100009900000000000000000400litro 183320    73291536000187926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN315.10100009900000000000000000400litro 183467    73291536000187926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN115.10100009900000000000000000200litro 182392    08338687000181926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN255.10100009900000000000000000200litro 183162    00849898000177926614530001872914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN165.10100009900000000000000000050litro 182619    91675868000147              2914.22.10CICLOHEXANONA                                                         
MV926614530001872019JAN245.101099,2800000000000000000400litro 183082    90050238000114926614530001872914.40.10DIACETONA ALCOOL                                                      
MV926614530001872019JAN075.101099,2800000000000000000200litro 181977    05544604000112926614530001872914.40.10DIACETONA ALCOOL                                                      
MV926614530001872019JAN115.101099,2800000000000000000200litro 182412    05544604000112926614530001872914.40.10DIACETONA ALCOOL                                                      
MV926614530001872019JAN155.101099,2800000000000000000200litro 182584    07139318000105926614530001872914.40.10DIACETONA ALCOOL                                                      
MV926614530001872019JAN185.101099,2800000000000000000400litro 182795    05544604000112926614530001872914.40.10DIACETONA ALCOOL                                                      
MV926614530001872019JAN245.101099,2800000000000000000200litro 183126    92808096000137926614530001872914.40.10DIACETONA ALCOOL                                                      
MV926614530001872019JAN255.101099,2800000000000000000200litro 183152    05544604000112926614530001872914.40.10DIACETONA ALCOOL                                                      
MV926614530001872019JAN045.1010099,500000000000000000200litro 181937    05562463000160926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN105.1010099,500000000000000000200litro 182314    90045865000167926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN145.1010099,500000000000000000400litro 182470    05577086000133926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN155.1010099,500000000000000000200litro 182569    05562463000160926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN225.1010099,500000000000000000200litro 182956    90045865000167926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN285.1010099,500000000000000000400litro 183231    13256673000159926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN145.1010099,500000000000000000050litro 182489    02002627000107926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN075.1010099,500000000000000000200litro 182015    00849898000177              2914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN245.1010099,500000000000000000200litro 183126    92808096000137926614530001872914.12.00METIL ETIL KETONE                                                     
MV926614530001872019JAN226.101099,5700000000000000000018litro 182946    75493577000181002141210003062914.13.00METIL ISOBUTIL CETONA                                                 
MV926614530001872019JAN225.101099,5700000000000000000050litro 182991    02002627000107926614530001872914.13.00METIL ISOBUTIL CETONA                                                 
MV926614530001872019JAN305.101099,5700000000000000000050litro 183428    11238432000151926614530001872914.13.00METIL ISOBUTIL CETONA                                                 
MV926614530001872019JAN075.1010099,500000000000000001000litro 182018    04010746000137926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN105.1010099,500000000000000001000litro 182308    10542288000180926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN115.1010099,500000000000000001000litro 182410    24642584000167926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN145.1010099,500000000000000001000litro 182481    10542288000180926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN155.1010099,500000000000000001000litro 182571    04010746000137926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN285.1010099,500000000000000001000litro 183268    04010746000137926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN075.1010099,50000000000000997,332litro 182019    93861607000147926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN095.1010099,50000000000000997,332litro 182192    93861607000147926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN145.1010099,50000000000000997,332litro 182453    93861607000147926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN215.1010099,50000000000000997,332litro 182860    93861607000147926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN235.1010099,50000000000000997,332litro 183035    93861607000147926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN305.1010099,50000000000000498,666litro 183399    93861607000147926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN155.1010099,50000000000005983,992litro 182553    24531333000105926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN222.1010099,5000000000000014707,2litro 854809    34274233010167021481880001452902.30.00TOLUENO                                                               
MV926614530001872019JAN105.1010099,50000000000000997,332litro 182230    94247293000150926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN165.1010099,50000000000000997,332litro 182665    94247293000150926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN235.1010099,50000000000000997,332litro 183067    94247293000150926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN285.1010099,50000000000000997,332litro 183263    94247293000150926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN082.1010099,500000000000014718,69litro 850729    34274233010167021481880001452902.30.00TOLUENO                                                               
MV926614530001872019JAN045.1010099,500000000000000000200litro 181937    05562463000160926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN085.1010099,500000000000000000200litro 182066    92104199000116926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN085.1010099,500000000000000000200litro 182139    02002627000107926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN095.1010099,500000000000000001000litro 182184    93505444000160926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN105.1010099,500000000000000000400litro 182312    94661428000129926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN115.1010099,500000000000000000200litro 182381    92104199000116926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN115.1010099,500000000000000000200litro 182404    19551393000150926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN155.1010099,500000000000000000200litro 182580    08946415000164926614530001872902.30.00TOLUENO                                                               
MV926614530001872019JAN176.1010099,500000000000000000200litro 182703    05433422000174002141210003062902.30.00TOLUENO                                                               
MV926614530001872019JAN185.1010099,500000000000000000200litro 182760    92104199000116926614530001872902.30.00TOLUENO                                                               
